time,ax,ay,az,atotal
3.784,0.13,0.03,0.10,0.17
3.794,0.15,0.07,0.03,0.17
3.805,0.12,0.06,-0.03,0.14
3.814,0.05,-0.00,-0.03,0.06
3.825,0.02,-0.08,0.00,0.09
3.835,0.00,-0.12,0.04,0.12
3.845,0.02,-0.13,0.03,0.14
3.855,0.03,-0.15,-0.01,0.15
3.865,0.02,-0.08,-0.04,0.09
3.875,0.01,0.00,-0.05,0.05
3.885,-0.01,0.04,-0.07,0.08
3.895,-0.03,0.01,-0.09,0.09
3.905,-0.01,0.01,-0.09,0.09
3.915,0.03,0.01,-0.11,0.12
3.925,0.05,-0.01,-0.09,0.11
3.935,0.09,0.02,-0.03,0.09
3.945,0.11,-0.01,0.01,0.11
3.955,0.10,-0.04,0.02,0.11
3.965,0.10,-0.05,0.04,0.12
3.976,0.11,-0.07,0.07,0.15
3.986,0.13,-0.07,0.04,0.15
3.996,0.14,-0.07,0.02,0.16
4.006,0.14,-0.06,0.03,0.16
4.016,0.13,-0.05,0.04,0.15
4.026,0.11,-0.04,0.03,0.12
4.036,0.06,-0.03,-0.02,0.07
4.046,0.05,0.03,0.01,0.06
4.056,0.11,0.04,0.08,0.14
4.066,0.13,0.03,0.11,0.17
4.076,0.12,0.05,0.09,0.16
4.086,0.10,0.06,0.08,0.14
4.096,0.10,0.02,0.04,0.11
4.106,0.07,-0.05,0.02,0.09
4.116,0.04,-0.09,0.02,0.10
4.127,0.00,-0.09,0.02,0.10
4.136,-0.04,-0.08,0.03,0.09
4.147,-0.06,-0.03,0.03,0.08
4.157,-0.04,-0.02,0.03,0.06
4.167,-0.04,-0.04,0.02,0.06
4.177,-0.04,-0.03,-0.01,0.05
4.187,-0.03,-0.02,0.01,0.04
4.197,-0.00,-0.02,-0.02,0.03
4.207,0.02,-0.01,-0.03,0.03
4.217,0.06,0.00,-0.01,0.06
4.227,0.07,-0.01,0.01,0.07
4.237,0.06,-0.02,0.05,0.08
4.247,0.05,-0.03,0.02,0.06
4.257,0.04,-0.04,0.02,0.06
4.267,0.03,-0.01,0.03,0.04
4.277,0.03,0.04,0.01,0.05
4.288,0.06,0.08,0.02,0.10
4.298,0.10,0.06,0.02,0.12
4.308,0.10,-0.02,0.04,0.11
4.318,0.07,-0.09,0.05,0.13
4.328,0.05,-0.10,0.07,0.13
4.338,0.05,-0.06,0.05,0.09
4.348,0.05,-0.03,0.06,0.09
4.358,0.07,-0.05,0.08,0.12
4.368,0.06,-0.07,0.06,0.11
4.378,0.05,-0.07,0.07,0.11
4.388,0.02,-0.06,0.07,0.09
4.398,0.04,-0.01,0.03,0.05
4.408,0.08,0.00,0.00,0.08
4.418,0.06,0.00,-0.02,0.06
4.428,0.05,0.00,-0.00,0.05
4.438,0.05,0.02,0.03,0.06
4.448,0.05,0.01,0.01,0.06
4.459,0.04,-0.00,0.02,0.05
4.469,0.05,-0.03,-0.01,0.06
4.479,0.08,-0.06,-0.01,0.10
4.489,0.08,-0.04,0.01,0.09
4.499,0.06,-0.03,0.04,0.08
4.509,0.09,-0.05,0.08,0.13
4.519,0.12,-0.06,0.07,0.15
4.529,0.12,-0.01,-0.02,0.12
4.539,0.09,0.01,-0.02,0.09
4.549,0.07,-0.02,-0.02,0.07
4.559,0.04,-0.04,-0.00,0.06
4.569,0.04,-0.09,0.02,0.10
4.579,0.05,-0.10,0.03,0.12
4.589,0.05,-0.08,0.02,0.09
4.599,0.04,-0.05,-0.01,0.07
4.609,0.04,-0.02,-0.05,0.07
4.620,0.06,0.01,-0.05,0.08
4.630,0.07,0.01,-0.01,0.07
4.640,0.08,-0.01,-0.01,0.08
4.650,0.07,0.01,-0.01,0.07
4.660,0.07,0.05,-0.02,0.09
4.670,0.06,0.04,-0.04,0.07
4.680,0.03,0.01,-0.04,0.05
4.690,0.04,-0.03,-0.03,0.05
4.700,0.05,-0.04,-0.01,0.07
4.710,0.10,-0.07,-0.01,0.12
4.720,0.11,-0.09,-0.04,0.15
4.730,0.09,-0.08,-0.06,0.13
4.740,0.03,-0.02,-0.07,0.08
4.750,-0.02,0.01,-0.07,0.07
4.760,-0.05,0.03,-0.01,0.06
4.770,-0.03,0.04,0.02,0.06
4.781,0.01,0.02,0.02,0.03
4.791,0.07,-0.01,-0.01,0.07
4.801,0.09,-0.04,-0.06,0.12
4.811,0.08,-0.05,-0.07,0.12
4.821,0.08,-0.04,-0.03,0.09
4.831,0.08,-0.04,-0.00,0.09
4.841,0.09,-0.03,-0.01,0.10
4.851,0.09,-0.04,-0.05,0.11
4.861,0.08,-0.04,-0.08,0.12
4.871,0.06,-0.00,-0.10,0.12
4.881,0.05,0.03,-0.06,0.09
4.891,0.06,0.02,-0.01,0.07
4.901,0.07,0.02,0.03,0.08
4.911,0.09,0.02,0.06,0.11
4.921,0.14,-0.01,0.07,0.15
4.932,0.16,-0.04,0.04,0.17
4.941,0.18,-0.05,0.07,0.20
4.952,0.17,-0.06,0.06,0.19
4.962,0.13,-0.07,0.10,0.18
4.972,0.10,-0.07,0.09,0.15
4.982,0.11,-0.06,0.11,0.17
4.992,0.10,-0.03,0.08,0.14
5.002,0.13,-0.00,0.05,0.14
5.012,0.12,0.01,0.04,0.12
5.022,0.09,-0.03,0.08,0.12
5.032,0.08,-0.06,0.09,0.13
5.042,0.08,-0.06,0.09,0.14
5.052,0.09,-0.04,0.10,0.14
5.062,0.08,-0.02,0.05,0.10
5.072,0.08,-0.00,0.02,0.09
5.082,0.11,0.01,0.04,0.12
5.092,0.12,-0.00,0.05,0.13
5.102,0.10,-0.06,0.01,0.12
5.113,0.06,-0.10,0.04,0.12
5.123,0.06,-0.10,0.07,0.14
5.133,0.06,-0.07,0.04,0.10
5.143,0.06,-0.05,0.04,0.10
5.153,0.05,-0.04,0.04,0.08
5.163,0.05,-0.03,0.07,0.09
5.173,0.08,-0.06,0.08,0.12
5.183,0.08,-0.05,0.08,0.12
5.193,0.10,-0.03,0.08,0.13
5.203,0.10,-0.03,0.07,0.13
5.213,0.11,0.00,0.05,0.12
5.223,0.09,0.00,0.04,0.10
5.233,0.06,-0.01,0.03,0.07
5.243,0.06,-0.03,0.02,0.07
5.254,0.05,-0.02,-0.05,0.07
5.263,0.02,-0.01,-0.07,0.07
5.274,-0.00,-0.01,-0.03,0.03
5.284,0.01,-0.01,-0.01,0.02
5.294,0.03,-0.03,0.02,0.05
5.304,0.04,-0.04,0.06,0.08
5.314,0.05,-0.03,0.05,0.08
5.324,0.09,-0.03,0.01,0.09
5.334,0.09,-0.03,0.01,0.09
5.344,0.07,-0.03,-0.00,0.07
5.354,0.06,-0.03,0.04,0.08
5.364,0.06,-0.07,0.05,0.10
5.374,0.04,-0.07,0.01,0.08
5.384,0.07,-0.02,-0.02,0.07
5.394,0.06,0.02,-0.06,0.09
5.404,0.05,0.05,-0.06,0.09
5.415,0.02,0.02,-0.04,0.05
5.424,-0.00,-0.01,-0.03,0.03
5.435,-0.03,-0.03,-0.01,0.04
5.445,0.04,-0.03,-0.01,0.05
5.455,0.08,-0.03,-0.03,0.09
5.465,0.08,-0.03,-0.02,0.09
5.475,0.09,-0.04,0.01,0.10
5.485,0.08,-0.02,0.01,0.09
5.495,0.06,0.00,0.01,0.06
5.505,0.05,0.02,0.02,0.06
5.515,0.05,-0.04,0.04,0.07
5.525,0.03,-0.06,0.01,0.07
5.535,0.05,-0.05,0.00,0.07
5.545,0.06,-0.05,-0.01,0.07
5.555,0.03,-0.03,-0.02,0.05
5.565,0.03,-0.01,-0.02,0.03
5.575,0.04,-0.00,-0.02,0.04
5.585,0.03,-0.01,-0.03,0.04
5.596,0.00,-0.01,-0.05,0.05
5.606,-0.01,-0.02,-0.05,0.06
5.616,-0.02,-0.01,-0.03,0.04
5.626,-0.02,-0.01,-0.00,0.02
5.636,-0.00,0.01,0.00,0.01
5.646,0.01,0.03,0.00,0.03
5.656,0.04,0.03,0.02,0.05
5.666,0.07,-0.00,0.05,0.09
5.676,0.10,-0.01,0.03,0.10
5.686,0.07,-0.06,0.01,0.09
5.696,0.05,-0.07,0.02,0.09
5.706,0.04,-0.07,0.03,0.08
5.716,0.06,-0.04,-0.01,0.07
5.726,0.04,-0.02,0.01,0.04
5.737,0.05,-0.02,0.04,0.06
5.747,0.03,-0.02,0.00,0.04
5.757,0.01,-0.02,-0.05,0.06
5.767,0.00,-0.03,-0.09,0.10
5.777,-0.01,-0.01,-0.07,0.07
5.787,0.01,0.00,-0.01,0.01
5.797,0.03,0.02,0.03,0.05
5.807,0.08,0.03,0.04,0.09
5.817,0.09,0.01,-0.01,0.09
5.827,0.05,-0.02,-0.03,0.06
5.837,0.01,-0.03,-0.05,0.06
5.847,-0.03,-0.03,-0.07,0.08
5.857,-0.04,-0.06,-0.07,0.10
5.867,-0.04,-0.06,-0.04,0.08
5.877,-0.04,-0.05,-0.02,0.07
5.887,-0.02,-0.02,-0.02,0.04
5.898,0.01,0.03,-0.02,0.04
5.907,0.04,0.02,-0.05,0.07
5.918,0.04,0.00,-0.06,0.07
5.928,0.04,-0.02,-0.04,0.06
5.938,0.04,-0.04,0.00,0.06
5.948,0.04,-0.07,0.01,0.08
5.958,0.06,-0.08,-0.02,0.10
5.968,0.03,-0.04,-0.05,0.08
5.978,-0.00,-0.03,-0.07,0.08
5.988,-0.04,-0.02,-0.10,0.11
5.998,-0.06,-0.01,-0.12,0.14
6.008,-0.09,-0.02,-0.11,0.14
6.018,-0.07,-0.02,-0.09,0.11
6.028,-0.04,-0.00,-0.08,0.09
6.038,-0.03,0.00,-0.08,0.08
6.048,0.00,0.02,-0.06,0.07
6.058,0.03,0.03,-0.06,0.07
6.068,0.07,0.03,-0.06,0.09
6.079,0.06,0.01,-0.04,0.07
6.089,0.01,-0.03,-0.03,0.05
6.099,-0.03,-0.06,-0.05,0.08
6.109,-0.05,-0.08,-0.05,0.10
6.119,-0.06,-0.04,-0.05,0.09
6.129,-0.06,-0.00,-0.07,0.09
6.139,-0.06,0.02,-0.05,0.08
6.149,-0.04,0.05,-0.07,0.10
6.159,0.02,0.05,-0.05,0.07
6.169,0.04,0.05,-0.03,0.07
6.179,0.05,0.03,-0.02,0.06
6.189,0.08,-0.02,-0.02,0.08
6.199,0.10,-0.06,0.01,0.12
6.209,0.11,-0.08,0.00,0.13
6.220,0.11,-0.05,-0.01,0.12
6.230,0.07,-0.01,-0.01,0.07
6.240,0.05,0.01,-0.02,0.06
6.250,0.05,0.03,-0.08,0.10
6.260,0.03,0.03,-0.09,0.10
6.270,0.03,-0.03,-0.05,0.07
6.280,0.00,-0.09,-0.01,0.09
6.290,0.04,-0.07,0.02,0.08
6.300,0.07,-0.01,0.04,0.08
6.310,0.07,0.01,0.04,0.08
6.320,0.05,-0.02,0.03,0.06
6.330,0.05,-0.06,0.02,0.08
6.340,0.04,-0.07,-0.01,0.08
6.350,0.06,-0.06,-0.05,0.10
6.360,0.05,-0.03,-0.04,0.07
6.370,0.05,0.00,-0.03,0.06
6.381,0.03,0.02,-0.02,0.04
6.391,-0.01,0.04,-0.04,0.05
6.401,-0.02,0.05,-0.02,0.06
6.411,-0.01,0.05,-0.01,0.05
6.421,0.01,0.02,-0.02,0.03
6.431,0.04,-0.00,0.01,0.04
6.441,0.07,-0.05,0.04,0.10
6.451,0.09,-0.07,0.05,0.12
6.461,0.11,-0.10,0.06,0.16
6.471,0.12,-0.10,0.06,0.16
6.481,0.11,-0.09,0.06,0.16
6.491,0.11,-0.06,0.07,0.14
6.501,0.13,-0.04,0.04,0.14
6.511,0.09,-0.03,0.03,0.10
6.521,0.03,-0.06,0.04,0.08
6.531,-0.01,-0.07,0.05,0.08
6.542,0.01,-0.06,0.04,0.07
6.552,0.02,-0.01,-0.00,0.02
6.562,0.04,0.03,-0.06,0.08
6.572,0.07,0.05,-0.08,0.12
6.582,0.03,0.04,-0.09,0.10
6.592,0.01,-0.01,-0.08,0.08
