time,ax,ay,az,atotal
0.825,0.25,-0.15,0.06,0.30
0.835,0.23,-0.23,0.10,0.34
0.845,0.31,-0.26,0.10,0.42
0.855,0.31,-0.24,-0.02,0.40
0.865,0.23,-0.11,-0.10,0.27
0.875,0.24,0.10,-0.09,0.27
0.885,0.14,0.14,-0.14,0.24
0.895,-0.08,0.07,-0.13,0.17
0.905,-0.26,-0.00,-0.17,0.31
0.915,-0.59,0.13,-0.25,0.66
0.925,-0.43,0.40,-0.07,0.59
0.935,0.11,0.43,0.23,0.50
0.945,0.21,0.30,0.13,0.39
0.955,0.05,0.05,-0.07,0.10
0.965,-0.11,-0.24,-0.16,0.31
0.975,-0.06,-0.28,-0.16,0.33
0.985,0.02,-0.19,-0.11,0.22
0.995,0.02,-0.10,-0.10,0.15
1.006,-0.02,-0.09,-0.12,0.15
1.016,-0.02,-0.07,-0.09,0.11
1.026,0.11,0.02,-0.04,0.12
1.036,0.28,0.08,0.03,0.29
1.046,0.30,-0.01,0.07,0.31
1.056,0.28,-0.10,0.00,0.30
1.066,0.18,-0.16,-0.09,0.26
1.076,0.05,-0.11,-0.08,0.14
1.086,0.01,-0.08,0.06,0.11
1.096,-0.01,-0.08,0.28,0.29
1.106,0.07,-0.01,0.32,0.33
1.116,0.25,0.07,0.30,0.40
1.126,0.49,-0.05,0.35,0.61
1.136,0.66,-0.07,0.39,0.77
1.146,0.66,0.00,0.29,0.72
1.156,0.53,0.01,0.17,0.55
1.166,0.35,-0.07,0.14,0.38
1.177,0.20,-0.21,0.13,0.32
1.186,0.09,-0.27,0.06,0.29
1.197,-0.02,-0.17,0.00,0.17
1.207,-0.08,0.01,-0.03,0.09
1.217,-0.12,0.09,-0.07,0.17
1.227,-0.20,0.12,-0.09,0.25
1.237,-0.25,0.08,-0.01,0.26
1.247,-0.22,0.04,0.04,0.22
1.257,-0.12,0.03,0.01,0.12
1.267,-0.00,0.03,0.05,0.06
1.277,0.06,-0.03,0.13,0.15
1.287,0.06,-0.04,0.19,0.20
1.297,0.04,-0.05,0.15,0.16
1.307,-0.00,-0.12,0.08,0.14
1.317,-0.03,-0.20,0.02,0.20
1.327,-0.04,-0.21,-0.01,0.22
1.337,-0.04,-0.12,0.02,0.13
1.347,0.01,0.04,0.03,0.05
1.358,0.07,0.13,-0.02,0.15
1.368,0.08,0.14,-0.07,0.17
1.378,0.03,0.08,-0.14,0.16
1.388,-0.02,-0.04,-0.19,0.19
1.398,-0.02,-0.13,-0.19,0.23
1.408,-0.01,-0.15,-0.19,0.25
1.418,-0.02,-0.14,-0.20,0.24
1.428,-0.04,-0.05,-0.20,0.21
1.438,-0.04,0.04,-0.25,0.25
1.448,-0.10,0.08,-0.28,0.31
1.458,-0.10,0.12,-0.28,0.32
1.468,-0.07,0.17,-0.29,0.35
1.478,-0.04,0.19,-0.28,0.34
1.488,-0.04,0.16,-0.26,0.31
1.498,-0.07,0.11,-0.25,0.28
1.508,-0.12,0.05,-0.19,0.23
1.518,-0.14,0.03,-0.15,0.21
1.529,-0.14,0.03,-0.16,0.21
1.539,-0.12,0.02,-0.14,0.19
1.549,-0.11,-0.00,-0.13,0.17
1.559,-0.12,-0.03,-0.08,0.15
1.569,-0.20,-0.08,-0.03,0.22
1.579,-0.21,-0.11,-0.03,0.24
1.589,-0.20,-0.14,0.00,0.24
1.599,-0.17,-0.14,0.05,0.22
1.609,-0.11,-0.03,0.10,0.15
1.619,0.00,0.12,0.12,0.17
1.629,0.08,0.22,0.08,0.25
1.639,0.16,0.25,0.08,0.31
1.649,0.22,0.25,0.09,0.34
1.659,0.26,0.16,0.12,0.33
1.669,0.25,0.01,0.10,0.27
1.679,0.24,-0.11,0.08,0.28
1.690,0.23,-0.30,0.14,0.40
1.700,0.24,-0.43,0.22,0.54
1.709,0.20,-0.31,0.22,0.43
1.720,0.15,-0.13,0.18,0.27
1.729,0.09,-0.00,0.09,0.13
1.740,0.01,0.08,-0.05,0.10
1.750,-0.09,0.12,-0.15,0.22
1.760,-0.15,0.17,-0.20,0.30
1.770,-0.13,0.18,-0.21,0.31
1.780,-0.13,0.13,-0.19,0.27
1.790,-0.13,0.07,-0.17,0.23
1.800,-0.11,-0.01,-0.23,0.25
1.810,-0.14,-0.08,-0.27,0.32
1.820,-0.16,-0.06,-0.24,0.29
1.830,-0.14,0.01,-0.22,0.26
1.840,-0.12,0.03,-0.17,0.21
1.850,-0.10,0.03,-0.13,0.17
1.860,-0.09,0.04,-0.17,0.19
1.870,-0.12,0.06,-0.22,0.26
1.880,-0.20,0.09,-0.23,0.32
1.890,-0.20,0.14,-0.17,0.29
1.901,-0.16,0.14,-0.05,0.22
1.911,-0.08,0.11,0.06,0.15
1.921,0.03,0.02,0.14,0.15
1.931,0.16,-0.06,0.14,0.22
1.941,0.23,-0.16,0.14,0.31
1.951,0.31,-0.16,0.14,0.37
1.961,0.42,-0.16,0.17,0.48
1.971,0.47,-0.18,0.18,0.54
1.981,0.42,-0.14,0.15,0.47
1.991,0.38,-0.11,0.12,0.42
2.001,0.32,-0.10,0.13,0.36
2.011,0.31,-0.11,0.11,0.35
2.021,0.30,-0.12,0.09,0.33
2.031,0.27,-0.12,0.06,0.30
2.041,0.23,-0.07,0.02,0.24
2.051,0.18,-0.03,0.03,0.18
2.061,0.16,-0.00,0.05,0.16
2.071,0.18,0.05,0.05,0.20
2.082,0.21,0.08,0.02,0.22
2.092,0.18,0.07,0.01,0.20
2.102,0.16,0.05,-0.01,0.16
2.112,0.11,0.01,-0.03,0.11
2.122,0.08,-0.01,-0.04,0.09
2.132,0.05,-0.04,-0.06,0.09
2.142,0.05,-0.09,-0.08,0.13
2.152,0.06,-0.10,-0.07,0.14
2.162,0.04,-0.09,-0.07,0.12
2.172,0.06,-0.03,-0.04,0.08
2.182,0.07,0.01,-0.02,0.07
2.192,0.06,0.02,0.00,0.06
2.202,0.06,0.05,0.07,0.11
2.212,0.06,-0.02,0.13,0.14
2.222,0.11,-0.09,0.18,0.23
2.232,0.16,-0.12,0.18,0.27
2.242,0.15,-0.11,0.13,0.23
2.253,0.13,-0.10,0.06,0.17
2.263,0.06,-0.08,-0.00,0.10
2.273,0.00,-0.02,-0.02,0.03
2.283,-0.01,0.04,-0.02,0.04
2.293,0.01,0.07,-0.02,0.07
2.303,0.01,0.07,-0.05,0.09
2.313,0.03,0.04,-0.04,0.07
2.323,0.06,0.03,-0.02,0.07
2.333,0.03,-0.09,-0.03,0.10
2.343,0.04,-0.07,0.03,0.09
2.353,0.08,-0.06,0.07,0.13
2.363,0.09,-0.08,0.09,0.15
2.373,0.04,-0.07,0.08,0.11
2.383,0.02,-0.03,0.04,0.06
2.393,0.02,0.00,0.03,0.03
2.403,0.04,0.06,0.03,0.08
2.413,0.06,0.11,0.01,0.13
2.423,0.07,0.08,0.00,0.11
2.434,0.07,0.00,-0.00,0.07
2.444,0.06,-0.08,-0.03,0.10
2.454,0.06,-0.11,-0.05,0.14
2.464,0.07,-0.12,-0.04,0.14
2.474,0.04,-0.08,-0.03,0.10
2.484,0.03,-0.02,-0.02,0.04
2.494,0.02,0.02,0.01,0.03
2.504,0.03,0.08,0.03,0.09
2.514,0.05,0.09,0.05,0.11
2.524,0.06,0.05,0.02,0.08
2.534,0.09,0.03,0.01,0.09
2.544,0.12,0.01,0.01,0.12
2.554,0.17,-0.02,0.01,0.17
2.564,0.16,-0.02,0.02,0.16
2.574,0.12,-0.08,0.02,0.14
2.584,0.07,-0.15,0.03,0.16
2.594,0.04,-0.11,0.02,0.12
2.605,0.03,-0.02,-0.01,0.04
2.615,0.06,0.02,0.01,0.06
2.625,0.11,0.04,0.04,0.12
2.635,0.12,0.02,0.05,0.13
2.645,0.14,-0.03,0.03,0.14
2.655,0.13,-0.07,0.00,0.15
2.665,0.11,-0.07,-0.05,0.14
2.675,0.09,-0.05,-0.06,0.12
2.685,0.06,-0.03,-0.06,0.09
2.695,0.04,0.01,-0.06,0.08
2.705,0.02,0.03,-0.07,0.08
2.715,-0.04,-0.01,-0.07,0.08
2.725,-0.05,0.01,-0.06,0.08
2.735,0.01,0.08,-0.05,0.09
2.745,0.05,0.10,-0.07,0.14
2.755,0.09,0.06,-0.08,0.14
2.765,0.05,-0.01,-0.07,0.08
2.775,0.03,-0.07,-0.06,0.09
2.785,0.01,-0.07,-0.05,0.09
2.796,-0.00,-0.07,-0.05,0.09
2.806,0.03,-0.06,-0.05,0.08
2.816,0.05,-0.05,-0.05,0.09
2.826,0.04,-0.04,-0.05,0.07
2.836,0.03,0.00,-0.01,0.04
2.846,0.02,0.02,-0.01,0.03
2.856,0.03,0.03,-0.04,0.05
2.866,0.03,0.03,-0.07,0.08
2.876,0.04,-0.02,-0.09,0.10
2.886,0.02,-0.06,-0.10,0.12
2.896,0.03,-0.07,-0.09,0.12
2.906,0.02,-0.05,-0.07,0.09
2.916,-0.02,-0.00,-0.04,0.05
2.926,0.01,0.03,-0.00,0.04
2.936,0.05,0.07,-0.02,0.09
2.946,0.07,0.04,-0.05,0.10
2.956,0.08,-0.00,-0.07,0.11
2.966,0.06,-0.02,-0.07,0.09
2.976,0.04,-0.05,-0.02,0.07
2.987,0.03,-0.04,-0.02,0.05
2.997,0.04,-0.01,-0.04,0.05
3.007,0.03,-0.01,-0.05,0.06
3.017,0.04,-0.03,-0.04,0.06
3.027,0.03,-0.04,-0.01,0.05
3.037,0.04,-0.03,-0.01,0.05
3.047,0.08,-0.01,-0.01,0.08
3.057,0.12,0.00,-0.01,0.12
3.067,0.12,-0.00,-0.03,0.13
3.077,0.10,-0.02,-0.03,0.11
3.087,0.08,-0.04,-0.03,0.09
3.097,0.06,-0.04,0.01,0.08
3.107,0.06,-0.07,0.03,0.10
3.117,0.04,-0.03,0.02,0.05
3.127,0.01,0.01,-0.03,0.03
3.137,0.03,0.06,-0.05,0.08
3.147,0.02,0.04,-0.07,0.08
3.157,-0.04,0.04,-0.09,0.10
3.168,-0.07,0.04,-0.04,0.09
3.178,-0.03,-0.02,0.03,0.05
3.188,-0.00,-0.08,0.09,0.12
3.198,0.03,-0.13,0.07,0.15
3.208,0.05,-0.10,0.05,0.13
3.218,0.07,-0.01,0.08,0.11
3.228,0.10,0.03,0.07,0.13
3.238,0.14,0.04,0.07,0.16
3.248,0.13,0.01,0.05,0.14
3.258,0.07,0.01,0.02,0.08
3.268,0.07,-0.01,0.01,0.08
3.278,0.07,-0.05,0.01,0.09
3.288,0.06,-0.04,0.02,0.08
3.298,0.03,-0.02,0.00,0.03
3.308,-0.03,-0.01,0.01,0.03
3.318,-0.07,0.00,0.02,0.07
3.328,-0.03,0.02,0.02,0.04
3.339,0.02,0.01,0.05,0.06
3.349,0.11,-0.05,0.08,0.14
3.359,0.16,-0.11,0.07,0.20
3.369,0.18,-0.11,0.05,0.22
3.379,0.19,-0.08,0.02,0.21
3.389,0.17,-0.05,0.01,0.18
3.399,0.13,-0.01,0.04,0.14
3.409,0.14,0.04,0.05,0.15
3.419,0.09,0.04,0.04,0.11
3.429,0.04,0.01,0.05,0.06
3.439,0.01,-0.03,0.04,0.05
3.449,0.05,-0.06,0.02,0.08
3.459,0.05,-0.06,0.02,0.09
3.469,0.05,-0.07,0.00,0.08
3.479,0.04,-0.03,-0.01,0.05
3.489,0.03,-0.01,-0.01,0.03
3.499,0.01,-0.00,-0.02,0.02
3.510,0.02,0.02,-0.05,0.05
3.520,0.03,0.01,-0.06,0.07
3.530,0.05,0.02,-0.08,0.10
3.540,0.07,0.03,-0.08,0.11
3.550,0.07,0.01,-0.06,0.09
3.560,0.06,-0.03,-0.04,0.08
3.570,0.04,-0.05,-0.02,0.07
3.580,0.00,-0.03,-0.00,0.03
3.590,-0.01,-0.03,-0.00,0.03
3.600,0.02,-0.02,0.01,0.03
3.610,0.03,-0.05,0.01,0.06
3.620,0.02,-0.06,-0.01,0.06
3.630,0.04,-0.01,-0.00,0.04
3.640,0.08,0.01,0.02,0.08
3.650,0.09,-0.03,0.05,0.10
3.660,0.08,-0.05,0.03,0.10
3.670,0.06,-0.05,0.04,0.08
3.680,0.03,-0.05,0.03,0.07
3.690,0.03,-0.04,0.07,0.08
3.700,0.06,0.02,0.08,0.10
3.711,0.06,0.03,0.07,0.10
3.721,0.05,0.00,0.05,0.07
3.731,0.05,-0.04,-0.02,0.07
3.741,0.06,-0.04,-0.04,0.08
3.751,0.04,-0.06,-0.03,0.07
3.761,0.04,-0.07,-0.00,0.08
3.771,0.03,-0.05,0.02,0.06
3.781,0.00,-0.05,0.04,0.07
3.791,-0.03,-0.03,0.04,0.06
3.801,-0.03,-0.03,0.05,0.07
3.811,-0.02,-0.01,0.00,0.02
3.821,0.01,-0.00,-0.01,0.01
3.831,0.02,-0.01,-0.01,0.02
3.841,0.03,-0.01,0.05,0.05
3.851,0.06,-0.02,0.11,0.12
3.861,0.08,-0.02,0.13,0.15
3.872,0.08,-0.03,0.11,0.14
3.882,0.10,-0.02,0.08,0.13
3.892,0.11,0.01,0.04,0.12
3.902,0.12,0.02,0.02,0.12
3.912,0.09,0.01,0.02,0.09
3.922,0.09,-0.03,0.06,0.11
3.932,0.07,-0.07,0.09,0.13
3.942,0.06,-0.08,0.09,0.13
3.952,0.08,-0.08,0.08,0.13
3.962,0.08,-0.06,0.05,0.11
3.972,0.07,-0.03,0.04,0.09
3.982,0.04,-0.02,0.07,0.08
3.992,0.03,-0.02,0.07,0.08
4.002,0.02,-0.02,0.04,0.05
4.012,0.01,-0.02,0.02,0.03
4.022,0.03,-0.03,-0.01,0.04
4.032,0.02,-0.02,-0.04,0.05
4.042,-0.00,-0.00,-0.05,0.05
4.052,0.03,0.03,-0.03,0.05
4.063,0.05,0.02,-0.00,0.06
4.073,0.08,0.01,0.02,0.08
4.083,0.08,-0.01,0.03,0.08
4.093,0.06,-0.06,0.02,0.09
4.103,0.06,-0.09,0.03,0.11
4.113,0.07,-0.08,0.06,0.12
4.123,0.08,-0.07,0.07,0.13
4.133,0.06,-0.05,0.05,0.10
4.143,0.02,-0.04,0.04,0.06
4.153,0.00,-0.05,0.05,0.07
4.163,-0.02,-0.00,0.03,0.04
4.173,-0.01,0.05,0.03,0.06
4.183,0.03,0.02,0.03,0.05
4.193,0.05,0.01,0.05,0.07
4.203,0.05,0.02,0.05,0.08
4.213,0.05,-0.04,0.03,0.07
4.223,0.04,-0.10,0.06,0.12
4.234,0.04,-0.07,0.10,0.13
4.244,0.07,-0.04,0.08,0.11
4.254,0.06,-0.01,0.08,0.10
4.264,0.04,0.02,0.07,0.08
4.274,0.01,0.03,0.03,0.05
4.284,0.02,0.01,0.01,0.03
4.294,0.02,-0.03,-0.03,0.04
4.304,-0.01,-0.05,-0.04,0.06
4.314,-0.00,-0.07,-0.03,0.07
4.324,-0.01,-0.03,-0.06,0.06
4.334,-0.02,0.04,-0.02,0.05
4.344,-0.02,0.08,-0.00,0.08
4.354,-0.00,0.08,0.04,0.09
4.364,-0.00,0.08,0.04,0.09
4.374,0.01,0.04,-0.01,0.04
4.384,-0.01,-0.04,-0.06,0.07
4.394,-0.01,-0.07,-0.06,0.09
4.405,-0.00,-0.04,-0.06,0.07
4.415,0.04,-0.02,0.01,0.04
4.425,0.03,-0.01,0.00,0.03
4.435,0.00,-0.03,-0.02,0.03
4.445,-0.02,-0.02,-0.04,0.04
4.455,0.00,0.01,-0.08,0.08
4.465,-0.01,0.03,-0.12,0.12
4.475,0.01,0.01,-0.13,0.13
4.485,0.03,0.01,-0.10,0.11
4.495,0.04,0.03,-0.08,0.10
4.505,0.01,-0.09,-0.13,0.16
4.515,-0.03,-0.12,-0.09,0.15
4.525,-0.02,-0.07,-0.07,0.10
4.535,-0.03,-0.03,-0.08,0.09
4.545,-0.02,0.03,-0.10,0.10
4.555,-0.04,-0.01,-0.12,0.13
4.565,-0.02,-0.01,-0.07,0.07
4.575,0.03,0.01,-0.03,0.04
4.585,0.08,0.05,-0.03,0.09
4.595,0.09,0.03,-0.04,0.10
4.606,0.10,0.01,-0.05,0.11
4.616,0.09,-0.04,-0.05,0.12
4.626,0.09,-0.06,-0.05,0.12
4.636,0.08,-0.08,-0.00,0.11
4.646,0.11,-0.06,-0.01,0.12
4.656,0.08,-0.03,-0.03,0.10
4.666,0.06,-0.01,-0.05,0.08
4.676,0.04,0.07,-0.04,0.09
4.686,0.05,0.08,-0.02,0.10
4.696,0.04,0.04,-0.01,0.06
4.706,0.04,-0.03,0.02,0.05
4.716,0.02,-0.07,0.00,0.07
4.726,0.03,-0.10,-0.04,0.11
4.736,0.02,-0.08,-0.07,0.11
4.746,0.01,-0.04,-0.10,0.11
4.756,0.01,0.02,-0.09,0.09
4.766,-0.01,0.02,-0.08,0.08
4.777,-0.04,0.03,-0.06,0.08
4.787,-0.05,0.05,-0.03,0.08
4.797,-0.01,0.04,-0.03,0.05
4.807,0.02,0.01,-0.03,0.04
4.817,0.08,0.01,-0.04,0.09
4.827,0.11,0.03,-0.04,0.12
4.837,0.13,0.03,0.02,0.14
4.847,0.16,-0.03,0.06,0.18
4.857,0.13,-0.11,0.09,0.19
4.867,0.13,-0.15,0.09,0.21
4.877,0.12,-0.13,0.08,0.19
4.887,0.10,-0.08,0.04,0.13
4.897,0.09,-0.01,0.01,0.09
4.907,0.08,0.03,0.02,0.09
4.917,0.05,0.02,0.02,0.06
4.927,0.03,-0.00,0.01,0.03
4.937,0.03,-0.02,-0.03,0.04
4.947,0.03,-0.02,-0.02,0.04
4.957,0.03,-0.01,-0.02,0.04
4.968,0.03,-0.00,-0.04,0.05
4.978,-0.00,0.00,0.01,0.01
4.988,-0.03,-0.05,0.03,0.07
4.998,-0.01,-0.07,0.02,0.08
5.008,0.05,-0.01,-0.00,0.05
5.018,0.09,0.02,-0.01,0.09
5.028,0.10,-0.00,-0.01,0.10
5.038,0.13,-0.03,0.00,0.14
5.048,0.13,-0.03,0.03,0.14
5.058,0.11,-0.06,0.05,0.14
5.068,0.12,-0.06,0.06,0.14
5.078,0.12,-0.02,0.07,0.14
5.088,0.12,-0.02,0.03,0.13
5.098,0.12,-0.02,0.04,0.13
5.108,0.10,-0.03,0.02,0.11
5.119,0.11,-0.03,0.00,0.11
5.128,0.10,-0.02,0.00,0.10
5.139,0.08,0.00,-0.01,0.08
5.148,0.06,0.02,-0.01,0.07
5.159,0.04,-0.00,-0.04,0.06
5.169,0.03,0.01,-0.05,0.06
5.179,-0.00,-0.00,-0.04,0.04
5.189,-0.02,-0.01,-0.04,0.04
5.199,-0.04,0.00,-0.01,0.04
5.209,-0.01,-0.00,0.02,0.02
5.219,-0.01,-0.00,0.01,0.02
5.229,0.00,-0.01,0.02,0.02
5.239,0.02,-0.03,-0.01,0.03
5.249,0.00,-0.04,-0.02,0.04
5.259,0.02,-0.05,-0.04,0.07
5.269,0.03,-0.04,-0.06,0.07
5.279,0.02,-0.02,-0.07,0.07
5.289,0.00,0.00,-0.06,0.06
5.299,-0.02,-0.02,-0.07,0.07
5.309,-0.00,-0.03,-0.06,0.06
5.319,-0.00,0.00,-0.05,0.05
5.329,-0.01,0.03,-0.04,0.05
5.340,0.01,0.06,-0.01,0.06
5.350,0.04,0.05,-0.01,0.07
5.360,0.06,0.02,-0.01,0.06
5.370,0.06,-0.03,-0.02,0.07
5.380,0.04,-0.06,-0.01,0.07
5.390,0.02,-0.08,0.03,0.08
5.400,0.04,-0.07,0.04,0.09
5.410,0.04,-0.05,0.03,0.07
5.420,0.06,-0.03,-0.00,0.07
5.430,0.05,-0.02,-0.01,0.06
5.440,0.02,-0.01,-0.00,0.02
5.450,0.03,-0.02,-0.03,0.05
5.460,-0.00,-0.01,-0.05,0.06
5.470,-0.01,-0.01,-0.08,0.09
5.480,0.04,0.00,-0.09,0.10
5.490,0.02,-0.01,-0.08,0.09
5.501,-0.02,0.01,-0.05,0.06
5.511,-0.02,0.02,-0.01,0.03
5.521,-0.04,0.03,0.00,0.05
5.531,-0.03,0.01,-0.02,0.03
5.541,-0.03,0.00,-0.03,0.04
5.551,-0.00,0.00,-0.02,0.02
5.561,0.04,-0.03,0.00,0.05
5.571,0.05,-0.06,0.00,0.08
5.581,0.04,-0.07,-0.00,0.08
5.591,0.03,-0.08,-0.00,0.08
5.601,0.04,-0.04,-0.02,0.06
5.611,0.04,-0.03,-0.04,0.06
5.621,-0.00,-0.02,-0.03,0.04
5.631,-0.02,0.00,-0.00,0.02
5.641,0.01,0.03,0.03,0.04
5.651,0.03,0.02,0.05,0.06
5.661,0.07,-0.01,0.03,0.08
5.671,0.08,-0.01,0.02,0.09
5.682,0.09,0.02,0.03,0.10
5.692,0.10,0.01,0.03,0.10
5.702,0.09,-0.02,0.05,0.11
5.712,0.09,-0.06,0.06,0.12
5.722,0.07,-0.06,0.07,0.12
5.732,0.06,-0.03,0.06,0.09
5.742,0.04,-0.03,0.06,0.08
5.752,0.03,-0.03,0.07,0.08
5.762,0.01,-0.04,0.08,0.09
5.772,0.01,-0.04,0.07,0.08
5.782,0.03,-0.06,0.03,0.07
5.792,0.04,-0.05,-0.02,0.07
5.802,0.04,-0.03,-0.08,0.10
5.812,0.03,0.02,-0.09,0.09
5.822,0.02,0.00,-0.05,0.05
5.832,0.00,-0.01,-0.01,0.01
5.842,-0.00,0.00,0.01,0.01
5.852,0.02,0.01,0.02,0.03
5.862,0.00,-0.01,0.01,0.02
5.873,0.02,-0.04,-0.00,0.04
5.883,0.04,-0.01,-0.03,0.05
5.893,0.07,0.01,-0.06,0.09
5.903,0.09,0.01,-0.05,0.10
5.913,0.03,-0.01,-0.03,0.04
5.923,-0.01,-0.03,0.01,0.03
5.933,-0.01,-0.03,0.01,0.04
5.943,0.03,-0.02,-0.02,0.04
5.953,0.02,-0.02,-0.07,0.08
5.963,-0.02,-0.02,-0.06,0.07
5.973,-0.05,-0.03,-0.02,0.07
5.983,-0.05,-0.02,-0.01,0.05
5.993,-0.03,-0.04,-0.00,0.05
6.003,0.01,-0.03,-0.01,0.03
6.013,0.08,-0.03,-0.01,0.09
6.023,0.03,-0.05,-0.01,0.05
6.033,-0.03,-0.01,0.03,0.04
6.044,-0.06,0.03,0.02,0.07
6.054,-0.05,0.03,0.00,0.06
6.064,-0.03,0.04,-0.01,0.05
6.074,-0.00,0.04,0.00,0.04
6.084,0.06,0.01,0.05,0.08
6.094,0.09,-0.03,0.07,0.11
6.104,0.09,-0.04,0.06,0.11
6.114,0.06,-0.07,0.05,0.10
6.124,0.05,-0.08,0.06,0.11
6.134,0.06,-0.07,0.04,0.10
6.144,0.08,-0.07,0.04,0.11
6.154,0.07,-0.06,0.05,0.10
6.164,0.05,-0.02,0.06,0.08
6.174,0.05,0.01,0.06,0.08
6.184,0.04,0.02,0.05,0.07
6.194,-0.01,0.03,0.03,0.04
6.204,-0.07,0.01,0.02,0.07
6.214,-0.09,-0.02,-0.00,0.09
6.225,-0.09,-0.01,-0.06,0.11
6.235,-0.06,0.01,-0.09,0.11
6.245,-0.02,0.03,-0.09,0.10
6.255,0.01,0.04,-0.09,0.10
6.265,0.01,0.02,-0.07,0.07
6.275,0.02,-0.02,-0.04,0.05
6.285,0.01,-0.05,0.01,0.05
6.295,-0.00,-0.05,0.06,0.08
6.305,-0.01,-0.05,0.05,0.07
6.315,-0.01,-0.04,0.03,0.06
6.325,-0.00,-0.03,-0.01,0.03
6.335,0.01,-0.01,0.01,0.02
6.345,0.02,-0.01,-0.02,0.03
6.355,0.02,-0.01,-0.04,0.05
6.365,0.03,-0.00,-0.03,0.04
6.375,0.00,-0.00,-0.03,0.03
6.385,-0.04,0.01,-0.02,0.05
6.395,-0.05,0.04,-0.02,0.06
6.406,-0.01,0.04,-0.02,0.05
6.415,0.01,0.01,-0.03,0.03
6.426,0.02,-0.02,-0.05,0.05
6.436,0.03,-0.03,-0.07,0.09
6.446,0.02,-0.05,-0.05,0.07
6.456,0.01,-0.07,0.00,0.07
6.466,-0.00,-0.06,0.03,0.07
6.476,-0.00,-0.02,0.03,0.04
6.486,-0.01,0.00,0.03,0.03
6.496,0.00,0.02,0.04,0.05
6.506,0.01,0.03,0.04,0.06
6.516,0.00,0.02,0.03,0.04
6.526,-0.02,-0.00,-0.02,0.02
6.536,-0.00,-0.03,-0.03,0.04
6.546,0.03,-0.01,-0.04,0.05
