time,ax,ay,az,atotal
1.026,0.30,-0.05,-0.10,0.32
1.036,0.03,-0.06,-0.14,0.15
1.046,-0.20,-0.05,-0.04,0.21
1.056,-0.30,-0.04,0.09,0.31
1.066,-0.30,-0.08,0.15,0.34
1.076,-0.25,-0.11,0.27,0.38
1.086,-0.12,-0.14,0.37,0.42
1.096,0.07,-0.15,0.41,0.44
1.106,0.23,-0.15,0.50,0.56
1.116,0.38,-0.15,0.45,0.61
1.126,0.48,-0.14,0.28,0.58
1.136,0.44,-0.15,0.15,0.49
1.146,0.29,-0.12,0.06,0.32
1.157,0.16,-0.08,0.06,0.19
1.167,0.12,-0.03,0.02,0.12
1.177,0.11,0.03,-0.11,0.16
1.187,0.11,0.10,-0.16,0.22
1.197,0.15,0.15,-0.12,0.24
1.207,0.21,0.15,-0.11,0.28
1.217,0.27,0.16,-0.15,0.35
1.227,0.23,0.08,-0.07,0.26
1.237,0.20,0.01,0.09,0.22
1.247,0.19,-0.03,0.12,0.23
1.257,0.18,0.01,0.02,0.18
1.267,0.13,0.02,-0.10,0.16
1.277,0.08,0.02,-0.07,0.10
1.287,0.03,0.00,-0.08,0.08
1.297,-0.01,-0.00,-0.17,0.17
1.307,-0.03,0.03,-0.17,0.18
1.317,-0.01,0.05,-0.11,0.12
1.328,0.03,0.03,0.03,0.05
1.338,0.07,-0.04,0.18,0.19
1.348,0.13,-0.10,0.26,0.31
1.358,0.21,-0.12,0.28,0.37
1.368,0.28,-0.15,0.27,0.41
1.378,0.30,-0.15,0.24,0.41
1.388,0.28,-0.13,0.16,0.34
1.398,0.21,-0.12,0.13,0.27
1.408,0.10,-0.10,0.11,0.17
1.418,-0.02,-0.09,0.08,0.12
1.428,-0.11,-0.04,0.03,0.12
1.438,-0.17,0.03,-0.04,0.18
1.448,-0.22,0.06,-0.06,0.24
1.458,-0.25,0.04,-0.01,0.25
1.468,-0.21,-0.02,0.04,0.22
1.478,-0.10,-0.04,0.02,0.11
1.488,0.05,-0.01,-0.04,0.07
1.499,0.14,-0.01,-0.12,0.19
1.509,0.19,0.04,-0.13,0.23
1.519,0.20,0.05,-0.06,0.21
1.529,0.21,0.03,-0.01,0.22
1.539,0.21,0.00,0.06,0.22
1.549,0.17,-0.04,0.08,0.19
1.559,0.12,-0.11,0.10,0.19
1.569,0.12,-0.16,0.12,0.23
1.579,0.13,-0.15,0.04,0.20
1.589,0.14,-0.09,0.07,0.17
1.599,0.15,0.00,0.07,0.16
1.609,0.18,0.06,0.03,0.19
1.619,0.19,0.07,0.04,0.20
1.629,0.21,0.05,-0.00,0.21
1.639,0.20,0.04,-0.04,0.21
1.649,0.17,-0.02,-0.12,0.21
1.659,0.11,-0.04,-0.15,0.19
1.670,0.06,-0.00,-0.10,0.12
1.679,0.02,-0.00,-0.04,0.04
1.690,0.04,0.03,-0.03,0.06
1.700,0.05,0.04,0.07,0.09
1.710,0.07,0.06,0.11,0.14
1.720,0.12,0.07,0.11,0.18
1.730,0.20,0.06,0.06,0.22
1.740,0.24,-0.01,-0.00,0.24
1.750,0.24,-0.11,0.01,0.27
1.760,0.25,-0.17,0.07,0.31
1.770,0.21,-0.20,0.15,0.33
1.780,0.14,-0.20,0.28,0.37
1.790,0.09,-0.16,0.29,0.35
1.800,0.04,-0.10,0.13,0.17
1.810,-0.01,-0.03,0.03,0.04
1.820,-0.06,0.04,-0.05,0.09
1.830,-0.11,0.06,0.01,0.13
1.841,-0.15,0.01,0.12,0.19
1.851,-0.17,0.00,0.14,0.22
1.860,-0.17,-0.03,0.09,0.20
1.871,-0.09,-0.05,0.06,0.12
1.881,0.03,-0.05,0.06,0.09
1.891,0.15,-0.04,0.00,0.16
1.901,0.20,-0.01,-0.12,0.23
1.911,0.19,0.03,-0.25,0.31
1.921,0.13,0.02,-0.30,0.33
1.931,0.06,-0.00,-0.24,0.25
1.941,-0.00,-0.03,-0.10,0.11
1.951,-0.01,-0.04,0.02,0.05
1.961,-0.04,-0.02,0.06,0.08
1.971,-0.11,0.00,0.03,0.11
1.981,-0.17,0.04,-0.00,0.18
1.991,-0.21,0.04,0.05,0.22
2.001,-0.17,0.02,0.08,0.18
2.012,-0.00,-0.02,0.10,0.11
2.021,0.13,-0.06,0.07,0.16
2.032,0.17,-0.09,0.01,0.19
2.042,0.12,-0.08,-0.06,0.16
2.052,-0.01,-0.05,-0.02,0.05
2.062,-0.04,0.03,-0.02,0.05
2.072,-0.04,0.09,-0.13,0.17
2.082,-0.04,0.11,-0.22,0.25
2.092,0.04,0.16,-0.29,0.33
2.102,0.13,0.21,-0.35,0.43
2.112,0.21,0.20,-0.41,0.50
2.122,0.23,0.15,-0.39,0.47
2.132,0.17,0.08,-0.28,0.33
2.142,0.08,0.00,-0.20,0.21
2.152,0.04,-0.02,-0.14,0.15
2.162,-0.00,-0.04,-0.09,0.10
2.172,0.02,-0.02,-0.04,0.05
2.183,0.06,0.00,0.02,0.06
2.192,0.08,0.05,0.05,0.10
2.202,0.08,0.08,0.02,0.12
2.213,0.05,0.07,-0.01,0.09
2.223,0.01,0.04,-0.03,0.06
2.232,-0.04,-0.01,-0.00,0.05
2.243,-0.09,-0.10,0.05,0.14
2.253,-0.14,-0.15,0.10,0.23
2.263,-0.12,-0.18,0.16,0.27
2.273,-0.08,-0.17,0.22,0.29
2.283,-0.01,-0.15,0.28,0.32
2.293,0.10,-0.14,0.33,0.37
2.303,0.18,-0.11,0.32,0.38
2.313,0.25,-0.11,0.30,0.40
2.323,0.30,-0.11,0.27,0.42
2.333,0.33,-0.13,0.25,0.43
2.343,0.34,-0.11,0.22,0.42
2.353,0.29,-0.11,0.14,0.34
2.363,0.26,-0.10,0.06,0.29
2.373,0.26,-0.06,-0.00,0.27
2.383,0.24,-0.03,-0.07,0.25
2.394,0.18,0.02,-0.13,0.22
2.403,0.10,0.05,-0.14,0.17
2.414,0.01,0.06,-0.08,0.09
2.424,-0.05,0.04,-0.02,0.07
2.434,-0.02,0.03,0.04,0.05
2.444,0.03,-0.00,0.06,0.06
2.454,0.08,0.00,0.00,0.08
2.464,0.14,0.01,-0.05,0.15
2.474,0.14,0.00,-0.10,0.17
2.484,0.10,-0.02,-0.11,0.15
2.494,0.02,-0.05,-0.08,0.09
2.504,-0.02,-0.05,0.01,0.05
2.514,-0.02,-0.03,0.07,0.08
2.524,0.00,0.01,0.12,0.12
2.534,0.04,0.05,0.11,0.12
2.544,0.08,0.08,0.00,0.11
2.554,0.09,0.08,-0.12,0.17
2.564,0.08,0.04,-0.18,0.20
2.575,0.06,-0.01,-0.17,0.18
2.585,0.06,-0.02,-0.10,0.12
2.595,0.06,-0.06,-0.00,0.08
2.605,0.06,-0.06,0.03,0.09
2.615,0.09,-0.00,0.03,0.10
2.625,0.11,0.02,0.01,0.11
2.635,0.08,0.03,-0.02,0.09
2.645,0.02,0.01,-0.02,0.03
2.655,-0.00,-0.01,0.01,0.01
2.665,-0.03,-0.04,0.08,0.09
2.675,-0.01,-0.08,0.11,0.14
2.685,0.06,-0.09,0.13,0.16
2.695,0.12,-0.07,0.11,0.18
2.705,0.13,-0.06,0.09,0.16
2.715,0.14,-0.03,0.06,0.16
2.725,0.13,-0.02,0.03,0.14
2.736,0.11,-0.03,0.03,0.12
2.745,0.11,-0.04,0.07,0.13
2.756,0.11,-0.02,0.05,0.12
2.766,0.11,0.02,0.01,0.11
2.776,0.11,0.03,-0.04,0.12
2.786,0.11,0.02,-0.07,0.13
2.796,0.12,0.01,-0.06,0.13
2.806,0.14,-0.04,-0.01,0.14
2.816,0.16,-0.07,0.03,0.18
2.826,0.16,-0.06,0.06,0.18
2.836,0.15,-0.04,-0.01,0.15
2.846,0.07,-0.03,-0.05,0.09
2.856,0.00,0.01,-0.05,0.05
2.866,-0.04,0.01,-0.04,0.06
2.876,-0.04,0.03,-0.01,0.05
2.886,-0.02,-0.00,0.02,0.03
2.896,-0.01,-0.01,0.04,0.04
2.906,-0.01,-0.00,0.01,0.02
2.916,0.02,-0.01,-0.03,0.04
2.926,0.03,-0.05,-0.04,0.07
2.936,0.05,-0.04,-0.03,0.07
2.946,0.09,-0.02,-0.04,0.10
2.957,0.11,-0.01,-0.01,0.11
2.967,0.14,0.02,-0.02,0.15
2.977,0.13,0.02,-0.02,0.13
2.987,0.10,0.01,-0.00,0.10
2.997,0.11,0.01,0.01,0.11
3.007,0.08,-0.03,0.04,0.09
3.017,0.07,-0.05,0.05,0.10
3.027,0.09,-0.07,0.04,0.12
3.037,0.09,-0.07,0.04,0.12
3.047,0.13,-0.05,0.06,0.15
3.057,0.14,-0.00,0.02,0.15
3.067,0.13,0.03,-0.01,0.14
3.077,0.11,0.03,-0.05,0.12
3.088,0.07,0.02,-0.07,0.10
3.097,0.03,0.00,-0.09,0.09
3.108,0.02,-0.01,-0.05,0.05
3.118,0.02,-0.02,-0.01,0.03
3.128,0.06,-0.03,0.01,0.07
3.138,0.08,0.01,-0.01,0.08
3.148,0.09,0.03,-0.01,0.09
3.158,0.08,0.03,-0.02,0.09
3.168,0.03,0.02,-0.05,0.06
3.178,0.02,0.00,-0.07,0.07
3.188,0.01,-0.00,-0.11,0.11
3.198,0.01,-0.01,-0.08,0.08
3.208,0.04,-0.03,-0.04,0.06
3.218,0.09,0.00,-0.00,0.09
3.228,0.08,0.01,0.01,0.08
3.238,0.09,-0.01,0.02,0.09
3.248,0.09,-0.02,0.02,0.09
3.258,0.08,-0.03,0.00,0.08
3.268,0.07,-0.03,-0.04,0.09
3.278,0.05,-0.00,-0.02,0.05
3.289,0.03,0.02,-0.02,0.04
3.299,0.00,0.02,-0.02,0.03
3.309,0.02,0.01,-0.02,0.03
3.319,0.05,-0.02,-0.00,0.06
3.329,0.13,-0.01,0.02,0.13
3.339,0.16,-0.01,0.03,0.16
3.349,0.15,-0.01,0.05,0.16
3.359,0.17,-0.04,0.09,0.19
3.369,0.15,-0.08,0.13,0.21
3.379,0.13,-0.12,0.14,0.23
3.389,0.12,-0.13,0.14,0.22
3.399,0.09,-0.11,0.12,0.18
3.409,0.07,-0.09,0.11,0.16
3.419,0.06,-0.05,0.11,0.14
3.429,0.07,-0.04,0.09,0.12
3.439,0.07,-0.01,0.08,0.10
3.450,0.06,0.02,0.05,0.08
3.460,0.04,0.02,0.05,0.07
3.470,0.04,-0.00,0.02,0.04
3.480,0.05,-0.03,-0.00,0.06
3.490,0.06,-0.03,0.01,0.07
3.500,0.10,-0.04,0.00,0.10
3.510,0.12,-0.03,-0.02,0.12
3.520,0.12,-0.03,-0.02,0.12
3.530,0.09,-0.03,-0.03,0.10
3.540,0.07,-0.03,-0.02,0.08
3.550,0.05,-0.02,-0.01,0.06
3.560,0.06,0.00,0.00,0.06
3.570,0.03,0.02,-0.00,0.04
3.580,0.02,0.01,-0.01,0.03
3.590,0.02,0.00,-0.01,0.02
3.600,0.04,-0.04,-0.01,0.06
3.610,0.10,-0.05,-0.01,0.12
3.620,0.14,-0.05,0.02,0.15
3.630,0.14,-0.06,0.06,0.17
3.641,0.15,-0.04,0.07,0.18
3.651,0.12,-0.04,0.02,0.12
3.661,0.10,-0.01,-0.02,0.10
3.671,0.06,0.01,-0.04,0.08
3.681,0.04,0.01,-0.06,0.07
3.691,0.04,0.02,-0.07,0.08
3.701,0.02,0.03,-0.09,0.10
3.711,0.01,0.04,-0.11,0.11
3.721,0.00,0.03,-0.11,0.11
3.731,0.02,-0.01,-0.08,0.08
3.741,0.04,-0.04,-0.05,0.07
3.751,0.07,-0.03,-0.01,0.08
3.761,0.09,-0.03,0.03,0.10
3.771,0.11,-0.03,0.09,0.14
3.781,0.13,-0.01,0.13,0.19
3.791,0.13,-0.00,0.10,0.17
3.802,0.10,-0.00,0.04,0.11
3.811,0.07,-0.04,0.03,0.08
3.821,0.04,-0.06,0.03,0.08
3.832,0.05,-0.07,0.02,0.09
3.842,0.07,-0.06,0.03,0.10
3.852,0.06,-0.05,0.02,0.08
3.862,0.08,-0.02,0.03,0.08
3.872,0.06,0.02,0.03,0.07
3.882,0.05,0.01,0.04,0.06
3.892,0.04,0.02,0.02,0.05
3.902,0.06,0.03,-0.03,0.07
3.912,0.11,0.04,-0.07,0.13
3.922,0.10,0.05,-0.08,0.14
3.932,0.08,-0.00,-0.06,0.10
3.942,0.10,-0.02,-0.03,0.10
3.952,0.10,-0.08,0.03,0.13
3.962,0.10,-0.11,0.07,0.16
3.972,0.07,-0.09,0.05,0.13
3.983,0.04,-0.04,0.04,0.07
3.993,0.03,-0.01,0.04,0.05
4.003,0.04,0.02,0.04,0.06
4.013,0.05,0.03,0.04,0.07
4.023,0.05,0.01,0.07,0.09
4.033,0.06,-0.03,0.06,0.09
4.043,0.07,-0.06,0.07,0.12
4.053,0.08,-0.09,0.05,0.13
4.063,0.09,-0.08,0.02,0.12
4.073,0.10,-0.03,0.01,0.10
4.083,0.09,-0.01,-0.02,0.09
4.093,0.10,0.01,-0.04,0.10
4.103,0.08,0.04,-0.06,0.11
4.113,0.04,0.04,-0.04,0.07
4.123,0.02,0.02,-0.03,0.04
4.133,0.03,0.00,-0.02,0.04
4.143,0.06,-0.01,0.00,0.06
4.153,0.07,-0.01,0.00,0.07
4.164,0.07,-0.02,0.00,0.07
4.174,0.08,-0.04,0.03,0.09
4.184,0.11,-0.04,0.03,0.12
4.194,0.10,-0.05,0.03,0.12
4.204,0.11,-0.02,0.02,0.11
4.214,0.10,-0.02,0.01,0.10
4.224,0.09,-0.01,0.02,0.09
4.234,0.07,-0.00,0.03,0.08
4.244,0.07,0.01,0.02,0.07
4.254,0.05,-0.02,0.03,0.06
4.264,0.05,-0.02,0.03,0.06
4.274,0.05,-0.03,0.03,0.07
4.284,0.04,-0.03,0.05,0.07
4.294,0.04,-0.03,0.04,0.07
4.304,0.06,-0.03,0.00,0.07
4.314,0.08,-0.01,-0.02,0.09
4.324,0.09,-0.01,-0.03,0.10
4.335,0.09,0.00,-0.01,0.09
4.345,0.07,-0.01,-0.01,0.08
4.354,0.05,-0.03,0.01,0.06
4.365,0.03,-0.04,0.02,0.05
4.375,0.05,-0.01,0.01,0.05
4.385,0.06,-0.00,0.04,0.07
4.395,0.07,0.01,0.04,0.08
4.405,0.06,0.01,0.02,0.06
4.415,0.04,-0.02,0.01,0.04
4.425,0.05,-0.02,0.00,0.05
4.435,0.04,-0.02,-0.02,0.05
4.445,0.03,-0.03,-0.03,0.05
4.455,0.04,-0.01,-0.00,0.04
4.465,0.05,0.00,-0.01,0.05
4.475,0.02,0.02,-0.02,0.03
4.485,0.01,0.03,-0.02,0.04
4.495,0.02,0.03,-0.05,0.06
4.505,0.01,0.01,-0.08,0.08
4.515,0.01,0.01,-0.05,0.05
4.526,0.05,-0.01,-0.02,0.06
4.536,0.09,-0.01,-0.01,0.09
4.546,0.10,-0.01,-0.00,0.10
4.556,0.07,-0.00,-0.00,0.07
4.566,0.09,-0.01,-0.01,0.09
4.576,0.07,-0.06,0.01,0.09
4.586,0.05,-0.07,0.01,0.09
4.596,0.03,-0.04,-0.01,0.05
4.606,0.02,-0.01,-0.05,0.05
4.616,0.01,-0.00,-0.03,0.03
4.626,0.03,-0.00,-0.01,0.03
4.636,0.03,-0.00,0.03,0.04
4.646,0.04,-0.02,0.10,0.11
4.656,0.04,-0.05,0.14,0.16
4.666,0.06,-0.03,0.12,0.14
4.676,0.05,-0.04,0.08,0.10
4.686,0.06,-0.02,0.00,0.06
4.696,0.04,-0.03,-0.05,0.07
4.707,0.05,0.01,-0.06,0.08
4.717,0.05,0.02,-0.04,0.07
4.727,0.04,0.01,-0.04,0.06
4.737,0.01,-0.00,0.00,0.02
4.747,0.01,-0.01,0.02,0.03
4.757,0.04,-0.02,0.02,0.04
4.767,0.04,-0.04,0.04,0.07
4.777,0.06,-0.01,0.01,0.07
4.787,0.08,-0.01,0.02,0.08
4.797,0.08,-0.03,0.02,0.09
4.807,0.08,-0.04,0.02,0.09
4.817,0.08,-0.04,0.02,0.09
4.827,0.09,-0.03,0.03,0.09
4.837,0.09,-0.01,0.03,0.09
4.847,0.07,-0.00,0.03,0.08
4.857,0.04,-0.01,-0.00,0.04
4.868,0.02,-0.01,-0.01,0.02
4.877,0.03,-0.01,-0.02,0.03
4.888,0.03,-0.02,-0.00,0.03
4.898,0.05,-0.03,0.02,0.06
4.908,0.07,-0.03,0.03,0.08
4.918,0.07,-0.02,0.04,0.09
4.928,0.06,-0.01,0.04,0.07
4.938,0.04,-0.00,0.02,0.04
4.948,0.02,0.01,-0.01,0.02
4.958,0.02,-0.02,-0.01,0.03
4.968,0.01,-0.04,-0.00,0.04
4.978,0.01,-0.03,0.01,0.03
4.988,0.03,-0.02,0.03,0.04
4.998,0.05,-0.03,0.06,0.08
5.008,0.06,-0.01,0.04,0.08
5.018,0.06,-0.00,0.05,0.07
5.028,0.05,-0.00,0.01,0.05
5.038,0.04,0.00,-0.05,0.06
5.048,0.02,-0.03,-0.04,0.05
5.058,0.01,-0.03,-0.03,0.04
5.069,0.03,-0.00,0.01,0.03
5.079,0.05,-0.01,0.03,0.06
5.089,0.06,-0.01,0.04,0.07
5.099,0.06,0.00,0.03,0.07
5.109,0.05,-0.01,0.03,0.06
5.119,0.04,-0.02,0.01,0.05
5.129,0.04,-0.02,-0.02,0.04
5.139,0.04,-0.03,-0.01,0.05
5.149,0.06,-0.03,-0.02,0.07
5.159,0.09,0.00,-0.02,0.09
5.169,0.08,-0.00,0.00,0.08
5.179,0.08,-0.01,0.03,0.08
5.189,0.04,-0.02,0.02,0.05
5.199,0.02,-0.01,0.01,0.02
5.209,0.01,0.01,-0.02,0.02
5.219,-0.00,0.01,-0.04,0.04
5.230,0.01,-0.00,-0.03,0.03
5.239,0.02,0.01,-0.04,0.04
5.250,0.04,-0.01,-0.02,0.04
5.260,0.03,-0.01,-0.02,0.03
5.270,0.01,-0.01,-0.02,0.02
5.280,-0.01,0.01,-0.02,0.03
5.290,-0.04,-0.00,-0.05,0.06
5.300,-0.05,0.01,-0.03,0.06
5.310,-0.03,0.02,-0.05,0.06
5.320,-0.02,0.01,-0.06,0.06
5.330,-0.01,0.02,-0.06,0.06
5.340,0.03,0.04,-0.07,0.09
5.350,0.06,0.03,-0.06,0.09
5.360,0.09,0.00,-0.02,0.09
5.370,0.11,-0.00,-0.04,0.12
5.380,0.09,0.00,-0.01,0.09
5.390,0.06,-0.02,0.05,0.08
5.400,0.02,-0.06,0.08,0.10
5.411,0.00,-0.07,0.04,0.08
5.421,-0.01,-0.05,-0.00,0.05
5.431,0.00,-0.02,-0.02,0.03
5.441,0.02,0.02,-0.03,0.05
5.451,0.01,0.02,-0.04,0.04
5.461,-0.00,-0.00,0.00,0.01
5.471,-0.02,-0.03,0.04,0.05
5.481,-0.00,-0.04,0.06,0.08
5.491,0.01,-0.04,0.05,0.07
5.501,0.02,-0.04,0.05,0.07
5.511,0.05,-0.02,0.02,0.06
5.521,0.08,-0.00,-0.02,0.08
5.531,0.10,0.02,-0.04,0.11
5.541,0.09,-0.01,-0.05,0.10
5.551,0.07,-0.02,-0.02,0.08
5.561,0.06,-0.01,-0.02,0.07
5.571,0.03,-0.01,-0.02,0.03
5.581,-0.00,-0.01,0.00,0.01
5.591,-0.01,-0.01,0.03,0.03
5.601,-0.01,-0.00,0.04,0.04
5.612,0.02,-0.02,0.04,0.05
5.622,0.04,-0.02,0.03,0.05
5.632,0.06,-0.01,0.02,0.06
5.642,0.06,-0.03,0.02,0.07
5.652,0.07,-0.03,0.01,0.07
5.662,0.07,-0.01,-0.00,0.07
5.672,0.05,-0.02,-0.01,0.06
5.682,0.05,-0.01,-0.01,0.05
5.692,0.04,-0.01,-0.01,0.04
5.702,0.04,-0.01,-0.02,0.04
5.712,0.04,-0.00,-0.01,0.04
5.722,0.03,0.01,0.01,0.03
5.732,0.01,0.01,0.01,0.02
5.742,0.02,-0.00,0.01,0.03
5.752,0.00,-0.01,0.01,0.02
5.762,0.01,-0.02,0.03,0.03
5.772,0.02,-0.02,0.00,0.03
5.782,0.02,-0.01,0.00,0.02
5.793,0.03,-0.01,-0.00,0.03
5.803,0.05,-0.02,-0.01,0.05
5.813,0.07,-0.03,-0.01,0.08
5.823,0.08,-0.02,0.01,0.08
5.833,0.08,0.01,0.00,0.08
5.843,0.04,0.01,-0.03,0.05
5.853,0.02,-0.00,-0.03,0.04
5.863,0.00,0.00,-0.04,0.04
5.873,-0.02,0.00,-0.04,0.05
5.883,-0.04,-0.01,-0.00,0.04
5.893,-0.05,-0.01,0.00,0.05
5.903,-0.03,-0.01,-0.00,0.03
5.913,-0.02,-0.01,-0.04,0.05
5.923,0.01,-0.01,-0.07,0.07
5.934,0.02,0.01,-0.10,0.10
5.944,0.02,-0.01,-0.06,0.06
5.954,0.02,-0.05,0.05,0.07
5.964,0.06,-0.04,0.11,0.13
5.974,0.10,-0.01,0.09,0.14
5.984,0.10,0.01,0.07,0.12
5.994,0.11,0.03,0.05,0.12
6.004,0.11,0.00,0.02,0.11
6.014,0.08,-0.06,-0.00,0.10
6.024,0.06,-0.07,0.03,0.10
6.034,0.02,-0.07,0.06,0.10
6.044,0.02,-0.05,0.09,0.11
6.054,0.03,-0.02,0.07,0.08
6.064,0.02,-0.01,0.03,0.03
6.074,-0.00,0.02,-0.03,0.03
6.084,-0.02,0.04,-0.05,0.07
6.094,-0.05,0.02,-0.08,0.10
6.104,-0.06,0.02,-0.05,0.08
6.114,-0.04,0.01,-0.00,0.04
6.125,-0.01,0.02,-0.01,0.03
6.135,0.03,0.03,-0.03,0.05
6.145,0.06,0.02,-0.04,0.07
6.155,0.06,0.00,-0.05,0.08
6.165,0.07,-0.02,-0.04,0.08
6.175,0.10,-0.05,0.01,0.11
6.185,0.10,-0.07,0.04,0.13
6.195,0.10,-0.06,0.03,0.12
6.205,0.07,-0.02,-0.00,0.08
6.215,0.03,0.01,-0.04,0.05
6.225,-0.00,0.01,-0.02,0.02
6.235,-0.02,-0.01,0.01,0.03
6.245,-0.01,-0.00,0.06,0.07
6.255,-0.01,-0.01,0.03,0.04
6.265,-0.03,-0.01,0.04,0.05
6.275,-0.03,-0.02,0.02,0.04
6.286,-0.01,-0.02,0.01,0.02
6.296,0.00,-0.01,-0.06,0.06
6.305,0.02,0.02,-0.12,0.12
6.316,0.03,0.01,-0.06,0.07
6.326,0.03,-0.00,-0.02,0.04
6.336,0.06,-0.00,0.01,0.06
6.346,0.03,0.00,0.03,0.04
6.356,0.03,0.01,0.02,0.04
6.366,0.03,-0.00,0.01,0.04
6.376,0.07,-0.02,-0.03,0.07
6.386,0.07,-0.04,-0.01,0.08
6.396,0.07,-0.04,0.00,0.08
6.406,0.06,-0.03,0.03,0.07
6.416,0.05,-0.03,0.03,0.07
6.426,0.02,-0.01,0.04,0.05
6.436,-0.01,-0.01,0.02,0.03
6.446,-0.02,-0.03,0.01,0.04
6.456,-0.01,-0.04,-0.02,0.05
6.466,0.00,-0.01,-0.03,0.03
6.477,0.02,0.01,-0.02,0.03
6.486,0.01,0.02,-0.03,0.04
6.497,0.02,0.02,-0.02,0.04
6.507,0.00,0.00,-0.01,0.01
6.517,0.00,-0.01,-0.02,0.03
6.527,0.00,-0.02,-0.02,0.03
6.537,-0.00,-0.01,-0.03,0.03
6.547,0.00,-0.00,-0.02,0.02
6.557,0.01,0.01,-0.01,0.02
6.567,0.04,0.01,-0.01,0.04
6.577,0.06,0.00,0.00,0.06
6.587,0.06,-0.01,0.02,0.07
