time,ax,ay,az,atotal
1.106,-0.00,0.01,0.01,0.01
1.116,0.03,-0.00,0.03,0.04
1.126,0.05,-0.04,0.02,0.07
1.137,0.05,-0.06,0.02,0.08
1.146,0.02,-0.07,0.01,0.07
1.156,0.01,-0.08,0.02,0.09
1.167,0.00,-0.08,0.02,0.08
1.177,-0.00,-0.07,0.04,0.08
1.187,0.01,-0.06,0.07,0.09
1.197,0.03,-0.05,0.05,0.08
1.207,0.04,-0.06,0.05,0.09
1.217,0.04,-0.05,0.02,0.07
1.227,0.04,-0.04,0.01,0.06
1.237,0.03,-0.01,-0.01,0.03
1.247,0.00,-0.01,0.01,0.01
1.257,0.01,0.00,0.03,0.03
1.267,0.01,0.00,0.02,0.02
1.277,0.02,-0.00,0.03,0.04
1.287,0.03,0.02,0.01,0.04
1.297,0.03,0.02,0.02,0.04
1.307,0.01,-0.01,0.02,0.03
1.318,-0.00,-0.02,0.04,0.04
1.327,0.01,-0.04,0.05,0.06
1.337,0.03,-0.04,0.05,0.07
1.348,0.01,-0.05,0.04,0.07
1.358,0.02,-0.05,0.03,0.07
1.368,0.02,-0.04,0.00,0.05
1.378,0.03,-0.04,-0.01,0.05
1.388,0.04,-0.03,-0.02,0.05
1.398,0.03,-0.01,-0.01,0.03
1.408,-0.01,-0.02,0.02,0.03
1.418,-0.02,-0.02,0.02,0.03
1.428,-0.03,-0.03,0.04,0.06
1.438,-0.02,-0.05,0.02,0.05
1.448,-0.02,-0.04,-0.01,0.04
1.458,-0.00,-0.03,0.00,0.03
1.468,0.02,-0.01,-0.00,0.02
1.478,0.03,-0.00,0.02,0.03
1.488,0.02,0.01,0.03,0.04
1.498,0.04,0.04,0.05,0.08
1.509,0.06,0.09,0.00,0.11
1.519,0.04,0.11,-0.06,0.13
1.529,0.03,0.10,-0.08,0.13
1.539,0.00,0.08,-0.09,0.12
1.549,0.01,0.01,-0.04,0.04
1.559,0.00,-0.06,0.05,0.08
1.569,0.03,-0.13,0.09,0.16
1.579,0.03,-0.16,0.12,0.20
1.589,0.02,-0.15,0.10,0.18
1.599,0.02,-0.09,0.07,0.12
1.609,0.02,-0.03,0.04,0.05
1.619,0.02,-0.01,0.01,0.03
1.629,-0.00,-0.00,-0.00,0.01
1.639,-0.01,-0.01,0.02,0.02
1.649,-0.01,-0.00,0.02,0.02
1.659,-0.01,-0.01,0.02,0.02
1.669,0.02,-0.01,0.06,0.06
1.679,0.01,-0.00,0.05,0.05
1.690,-0.01,0.01,0.05,0.05
1.700,-0.00,0.00,0.05,0.05
1.710,0.00,0.00,0.03,0.03
1.720,0.02,-0.01,0.04,0.04
1.730,0.02,-0.00,0.03,0.04
1.740,0.05,-0.01,0.04,0.06
1.750,0.03,-0.00,0.03,0.05
1.760,0.03,0.01,0.02,0.04
1.770,0.04,0.01,0.00,0.04
1.780,0.02,0.00,-0.02,0.03
1.790,0.02,0.01,-0.01,0.03
1.800,0.01,0.01,-0.01,0.02
1.810,0.02,-0.01,0.00,0.02
1.820,0.02,-0.03,0.04,0.06
1.830,-0.00,-0.05,0.06,0.08
1.840,-0.00,-0.07,0.06,0.09
1.851,0.00,-0.07,0.07,0.10
1.860,-0.00,-0.08,0.08,0.11
1.871,0.01,-0.07,0.05,0.09
1.881,0.01,-0.05,0.05,0.07
1.891,-0.00,-0.02,0.03,0.04
1.901,-0.01,-0.01,0.02,0.03
1.911,0.01,-0.01,0.02,0.02
1.921,0.01,-0.01,0.01,0.02
1.931,0.01,-0.01,0.01,0.02
1.941,0.02,-0.01,0.04,0.05
1.951,-0.01,-0.02,0.04,0.04
1.961,-0.01,-0.00,0.03,0.03
1.971,0.01,0.02,0.04,0.05
1.981,0.02,0.01,0.02,0.03
1.992,0.02,-0.00,0.01,0.02
2.001,0.02,-0.00,0.01,0.02
2.011,0.03,0.00,0.02,0.03
2.021,0.03,-0.01,0.02,0.04
2.032,0.02,-0.01,0.03,0.04
2.041,0.02,-0.01,0.03,0.04
2.052,0.03,-0.01,0.02,0.04
2.062,0.02,-0.00,0.03,0.04
2.072,0.04,0.01,0.02,0.05
2.082,0.02,-0.01,-0.00,0.03
2.092,0.01,-0.01,0.01,0.02
2.102,-0.00,-0.02,0.03,0.04
2.112,-0.01,-0.02,0.03,0.04
2.122,-0.03,-0.01,0.03,0.04
2.132,-0.02,-0.02,0.02,0.04
2.142,-0.01,-0.01,0.04,0.04
2.152,-0.00,0.00,0.05,0.05
2.162,-0.00,-0.02,0.02,0.03
2.172,-0.00,-0.01,0.02,0.02
2.182,0.00,-0.00,0.02,0.02
2.192,-0.01,-0.00,-0.00,0.01
2.203,0.01,0.00,0.01,0.01
2.212,0.02,-0.02,0.03,0.04
2.223,0.01,-0.04,0.03,0.05
2.233,0.02,-0.03,0.05,0.06
2.243,0.03,-0.03,0.06,0.07
2.253,0.02,-0.03,0.07,0.08
2.263,0.02,-0.03,0.05,0.06
2.273,0.01,-0.03,0.02,0.04
2.283,0.01,-0.03,0.03,0.04
2.293,0.04,-0.00,0.03,0.05
2.303,0.03,0.01,0.02,0.04
2.313,0.04,0.01,0.03,0.05
2.323,0.03,0.01,0.01,0.03
2.333,0.01,0.00,0.04,0.04
2.343,-0.01,0.01,0.06,0.06
2.353,-0.03,0.01,0.06,0.07
2.363,-0.03,-0.01,0.02,0.04
2.373,-0.04,-0.03,-0.02,0.05
2.383,-0.04,-0.03,-0.04,0.06
2.394,-0.03,-0.01,-0.03,0.05
2.404,-0.01,0.01,-0.01,0.02
2.414,0.02,0.03,0.05,0.07
2.424,0.04,0.04,0.07,0.10
2.434,0.07,0.07,0.07,0.12
2.444,0.07,0.11,-0.03,0.14
2.454,0.05,0.11,-0.09,0.16
2.464,0.02,0.06,-0.11,0.13
2.474,-0.02,0.02,-0.07,0.07
2.484,-0.02,-0.04,0.02,0.05
2.494,-0.02,-0.10,0.12,0.15
2.504,-0.02,-0.16,0.12,0.20
2.514,-0.00,-0.15,0.11,0.18
2.524,-0.01,-0.09,0.07,0.12
2.534,0.00,-0.04,0.03,0.05
2.544,0.02,0.00,0.02,0.02
2.555,0.01,0.01,0.01,0.02
2.564,0.01,0.03,0.01,0.04
2.575,0.01,0.02,0.04,0.04
2.585,0.02,0.00,0.04,0.04
2.595,0.01,-0.01,0.04,0.04
2.605,0.03,-0.02,0.05,0.06
2.615,0.02,-0.00,0.05,0.06
2.625,0.02,0.01,0.03,0.04
2.635,0.01,0.01,-0.01,0.01
2.645,0.00,0.03,-0.03,0.04
2.655,0.00,0.04,0.00,0.04
2.665,0.01,0.03,0.03,0.04
2.675,0.01,0.03,0.04,0.05
2.685,0.01,0.03,0.03,0.04
2.695,0.02,0.03,0.02,0.04
2.705,0.03,0.03,0.00,0.05
2.715,0.02,0.03,-0.01,0.04
2.726,0.01,0.02,-0.02,0.03
2.736,0.01,0.01,-0.01,0.02
2.745,-0.00,-0.02,0.00,0.02
2.755,-0.00,-0.03,-0.00,0.03
2.766,-0.01,-0.05,0.03,0.06
2.776,-0.01,-0.06,0.05,0.08
2.786,0.02,-0.06,0.06,0.08
2.796,0.02,-0.04,0.05,0.07
2.806,0.02,-0.05,0.04,0.06
2.816,0.02,-0.02,0.02,0.04
2.826,0.02,-0.01,0.01,0.03
2.836,-0.00,-0.00,-0.01,0.01
2.846,-0.00,-0.01,0.01,0.01
2.856,0.01,0.00,0.02,0.03
2.866,0.00,0.03,0.01,0.03
2.876,-0.00,0.02,0.04,0.05
2.886,-0.01,0.03,0.05,0.06
2.896,0.00,0.04,0.03,0.05
2.906,0.03,0.03,0.05,0.07
2.916,0.04,0.02,0.02,0.05
2.926,0.02,-0.00,0.02,0.03
2.937,0.01,-0.01,0.03,0.03
2.947,-0.02,-0.01,0.03,0.04
2.957,-0.02,-0.02,0.05,0.05
2.967,-0.02,-0.02,0.07,0.07
2.977,-0.01,-0.03,0.05,0.06
2.987,0.01,-0.01,0.04,0.04
2.997,0.02,-0.02,0.01,0.03
3.007,0.01,-0.02,0.01,0.03
3.017,0.01,-0.04,0.00,0.04
3.027,0.01,-0.03,0.01,0.03
3.037,0.01,-0.03,0.03,0.05
3.047,0.01,-0.03,0.02,0.03
3.057,-0.00,-0.00,0.02,0.02
3.067,0.00,-0.00,0.03,0.03
3.077,-0.01,-0.01,0.05,0.05
3.087,0.01,0.01,0.05,0.05
3.098,0.02,-0.00,0.07,0.07
3.108,0.05,-0.00,0.06,0.08
3.118,0.05,-0.00,0.04,0.07
3.128,0.03,-0.02,0.03,0.05
3.138,0.03,-0.02,0.03,0.05
3.148,0.02,-0.00,0.01,0.03
3.158,0.03,0.01,0.00,0.03
3.168,-0.00,0.00,0.00,0.00
3.178,-0.01,0.02,0.02,0.03
3.188,-0.02,0.01,0.05,0.05
3.198,-0.03,0.01,0.05,0.06
3.208,-0.01,0.01,0.03,0.03
3.218,-0.02,-0.01,-0.00,0.02
3.228,-0.02,-0.04,-0.02,0.05
3.238,-0.01,-0.03,-0.04,0.05
3.248,0.02,-0.01,-0.01,0.03
3.258,0.02,0.02,0.04,0.05
3.268,0.02,0.03,0.06,0.07
3.279,0.03,0.07,0.06,0.10
3.289,0.06,0.11,0.00,0.12
3.299,0.05,0.14,-0.05,0.16
3.309,0.03,0.10,-0.09,0.14
3.319,0.01,0.05,-0.08,0.09
3.329,-0.02,-0.03,-0.01,0.04
3.339,-0.04,-0.08,0.08,0.12
3.349,-0.02,-0.12,0.12,0.17
3.359,0.00,-0.14,0.12,0.18
3.369,0.01,-0.12,0.07,0.14
3.379,0.01,-0.08,0.03,0.09
3.389,0.01,-0.03,0.01,0.03
3.399,-0.01,0.01,-0.00,0.01
3.409,-0.01,0.03,0.01,0.03
3.419,-0.02,0.03,0.00,0.04
3.429,-0.02,0.02,0.02,0.04
3.440,-0.00,0.02,0.04,0.04
3.449,0.02,0.01,0.05,0.06
3.460,0.01,-0.00,0.06,0.06
3.470,0.01,0.02,0.05,0.06
3.480,0.03,0.02,0.01,0.04
3.490,0.03,0.03,-0.00,0.05
3.500,0.02,0.03,-0.01,0.04
3.510,0.02,0.03,-0.01,0.04
3.520,0.01,0.01,0.02,0.03
3.530,0.03,-0.01,0.06,0.06
3.540,0.04,0.00,0.04,0.06
3.550,0.03,0.03,-0.00,0.04
3.560,0.03,0.04,-0.02,0.05
3.570,0.03,0.03,-0.01,0.04
3.580,0.02,0.03,-0.02,0.04
3.590,0.01,0.00,-0.00,0.01
3.600,0.00,-0.02,0.01,0.02
3.610,-0.01,-0.04,0.04,0.05
3.620,-0.00,-0.04,0.04,0.05
3.631,0.01,-0.04,0.04,0.06
3.641,0.01,-0.03,0.05,0.06
3.651,0.01,-0.02,0.03,0.04
3.661,0.02,-0.03,0.02,0.04
3.671,-0.00,-0.00,0.03,0.03
3.681,-0.02,-0.01,0.03,0.04
3.691,-0.02,-0.01,0.02,0.03
3.701,0.01,0.01,0.04,0.04
3.711,0.01,0.00,0.04,0.04
3.721,0.01,-0.00,0.05,0.05
3.732,0.01,-0.01,0.05,0.05
3.741,0.02,-0.00,0.06,0.06
3.751,-0.00,0.01,0.04,0.04
3.761,0.00,-0.00,0.03,0.03
3.771,-0.00,0.01,0.03,0.03
3.781,-0.02,0.01,0.04,0.05
3.791,0.01,0.01,0.04,0.04
3.802,0.03,0.02,0.05,0.06
3.812,0.04,0.01,0.03,0.05
3.822,0.05,0.01,0.03,0.06
3.832,0.04,-0.01,0.02,0.05
3.842,0.00,-0.03,0.02,0.04
3.852,-0.01,-0.04,0.03,0.05
3.862,-0.02,-0.04,0.04,0.06
3.872,-0.00,-0.03,0.05,0.06
3.882,-0.00,0.01,0.05,0.05
3.892,0.00,0.03,0.04,0.05
3.902,0.01,0.02,0.01,0.03
3.912,0.01,0.02,-0.02,0.03
3.922,0.00,0.02,-0.03,0.04
3.932,0.01,-0.01,-0.04,0.04
3.942,0.00,-0.02,-0.02,0.02
3.952,0.02,-0.01,0.02,0.03
3.962,0.00,-0.01,0.03,0.04
3.972,-0.00,0.00,0.06,0.06
3.982,0.02,0.04,0.08,0.09
3.993,0.05,0.08,0.05,0.11
4.003,0.07,0.10,-0.02,0.13
4.013,0.08,0.11,-0.05,0.14
4.023,0.04,0.07,-0.07,0.11
4.033,0.01,0.02,-0.03,0.04
4.043,-0.01,-0.03,0.03,0.05
4.053,-0.05,-0.08,0.08,0.12
4.063,-0.04,-0.13,0.10,0.17
4.073,-0.03,-0.14,0.11,0.18
4.083,-0.01,-0.10,0.08,0.13
4.093,0.01,-0.06,0.06,0.09
4.103,0.00,-0.03,0.04,0.05
4.113,0.01,-0.00,0.02,0.03
4.123,0.01,-0.00,0.02,0.02
4.133,-0.00,-0.01,0.01,0.02
4.143,0.00,-0.01,-0.00,0.01
4.153,0.00,-0.01,0.02,0.03
4.164,-0.00,0.01,0.05,0.05
4.174,-0.00,0.03,0.07,0.07
4.184,-0.02,0.04,0.04,0.06
4.194,-0.01,0.07,0.04,0.08
4.204,0.02,0.07,0.00,0.07
4.214,0.00,0.09,-0.04,0.09
4.224,0.00,0.07,-0.01,0.07
4.234,0.00,0.04,0.03,0.05
4.244,0.02,0.01,0.02,0.03
4.254,0.03,-0.00,0.01,0.03
4.264,0.04,0.01,0.01,0.04
4.274,0.04,0.01,-0.02,0.04
4.284,0.02,0.03,-0.02,0.04
4.294,0.03,0.02,-0.01,0.04
4.304,0.04,-0.00,0.02,0.05
4.314,0.04,-0.01,0.03,0.05
4.324,0.05,-0.04,0.04,0.07
4.334,0.04,-0.05,0.06,0.09
4.345,0.04,-0.05,0.05,0.08
4.355,0.03,-0.04,0.04,0.06
4.365,0.02,-0.04,0.01,0.05
4.375,0.01,-0.01,0.02,0.02
4.385,-0.00,0.02,0.03,0.03
4.395,0.01,0.04,0.04,0.05
4.405,0.01,0.05,0.05,0.07
4.415,-0.00,0.05,0.06,0.07
4.425,-0.01,0.04,0.06,0.07
4.435,-0.02,0.01,0.04,0.04
4.445,-0.03,0.01,0.05,0.06
4.455,-0.02,-0.01,0.07,0.07
4.465,-0.01,-0.02,0.03,0.04
4.475,0.00,-0.03,0.05,0.06
4.486,0.01,-0.04,0.05,0.06
4.495,-0.01,-0.03,0.06,0.06
4.505,-0.01,-0.02,0.06,0.06
4.515,-0.02,-0.03,0.02,0.04
4.526,0.00,-0.02,0.01,0.02
4.536,-0.01,-0.01,0.00,0.02
4.546,0.00,-0.01,0.02,0.02
4.556,0.02,-0.00,0.01,0.02
4.566,0.03,0.00,0.02,0.04
4.576,0.03,-0.00,0.05,0.06
4.586,0.03,0.01,0.05,0.06
4.596,0.02,0.01,0.04,0.05
4.606,0.02,0.01,0.00,0.02
4.616,0.01,0.01,-0.04,0.04
4.626,0.01,0.02,-0.06,0.07
4.636,0.04,0.03,-0.05,0.07
4.646,0.05,0.03,-0.02,0.06
4.656,0.04,0.01,0.01,0.04
4.666,0.03,0.04,0.06,0.08
4.676,0.03,0.07,0.07,0.10
4.687,0.04,0.09,0.01,0.10
4.696,0.04,0.11,-0.06,0.13
4.706,0.02,0.10,-0.08,0.13
4.717,0.00,0.03,-0.05,0.06
4.727,-0.03,-0.03,0.00,0.04
4.737,-0.02,-0.08,0.07,0.11
4.747,-0.01,-0.13,0.10,0.16
4.757,0.01,-0.13,0.11,0.17
4.767,0.01,-0.13,0.09,0.16
4.777,0.01,-0.09,0.06,0.11
4.787,0.01,-0.06,0.03,0.07
4.797,-0.01,-0.03,0.03,0.05
4.807,-0.01,-0.01,0.02,0.03
4.817,0.00,0.01,0.03,0.03
4.827,0.01,-0.01,0.02,0.03
4.837,0.01,-0.00,0.00,0.01
4.847,0.01,0.01,0.03,0.03
4.857,0.02,0.04,0.04,0.06
4.868,-0.00,0.07,0.02,0.07
4.877,-0.02,0.09,-0.01,0.09
4.888,0.00,0.08,-0.02,0.09
4.898,0.01,0.06,-0.02,0.07
4.908,0.01,0.06,0.01,0.06
4.918,0.01,0.03,0.04,0.05
4.928,0.01,0.00,0.07,0.07
4.938,0.01,-0.00,0.05,0.05
4.948,0.00,0.03,0.01,0.03
4.958,-0.01,0.04,-0.02,0.04
4.968,-0.01,0.03,-0.02,0.04
4.978,0.02,0.00,-0.02,0.03
4.988,0.03,-0.00,0.00,0.03
4.998,0.03,-0.04,0.02,0.06
5.008,0.01,-0.07,0.04,0.08
5.018,0.01,-0.09,0.04,0.10
5.028,0.01,-0.10,0.06,0.11
5.038,0.02,-0.06,0.06,0.09
5.048,0.03,-0.05,0.06,0.08
5.058,0.04,-0.03,0.04,0.07
5.069,0.06,0.00,0.03,0.06
5.079,0.05,0.02,0.00,0.06
5.089,0.06,0.04,0.01,0.07
5.099,0.06,0.03,0.03,0.07
5.109,0.04,0.03,0.03,0.06
5.119,0.03,0.02,0.03,0.05
5.129,0.01,0.01,0.04,0.04
5.139,-0.01,0.02,0.03,0.03
5.149,-0.01,0.02,0.02,0.03
5.159,0.01,0.01,0.03,0.03
5.169,-0.00,0.00,0.04,0.04
5.179,-0.00,0.00,0.04,0.04
5.189,0.00,0.01,0.04,0.04
5.199,-0.01,0.01,0.02,0.03
5.209,-0.00,-0.01,0.03,0.03
5.219,-0.02,-0.00,0.02,0.03
5.230,-0.03,-0.01,-0.00,0.04
5.240,-0.04,-0.01,0.02,0.05
5.250,-0.03,-0.03,0.04,0.06
5.260,-0.03,-0.02,0.05,0.06
5.270,-0.04,-0.00,0.07,0.07
5.280,-0.01,0.00,0.06,0.06
5.290,0.00,-0.01,0.01,0.01
5.300,0.00,0.01,-0.02,0.02
5.310,0.01,0.01,-0.05,0.05
5.320,0.01,-0.00,-0.04,0.04
5.330,0.03,-0.01,-0.00,0.03
5.340,0.05,-0.00,0.05,0.07
5.350,0.06,0.00,0.10,0.11
5.360,0.07,0.03,0.12,0.14
5.370,0.09,0.07,0.04,0.12
5.380,0.10,0.09,-0.04,0.14
5.390,0.08,0.10,-0.10,0.16
5.401,0.02,0.07,-0.10,0.12
5.411,-0.00,-0.03,-0.04,0.05
5.421,-0.01,-0.10,0.05,0.11
5.431,-0.00,-0.15,0.10,0.18
5.441,0.00,-0.15,0.11,0.19
5.451,0.00,-0.11,0.08,0.14
5.461,0.01,-0.03,0.04,0.06
5.471,0.01,0.02,0.00,0.03
5.481,0.01,0.05,-0.01,0.05
5.491,-0.01,0.04,0.01,0.05
5.501,-0.02,0.01,0.02,0.03
5.511,-0.02,-0.00,0.03,0.04
5.521,-0.01,-0.01,0.04,0.04
5.531,-0.01,-0.00,0.04,0.04
5.541,-0.00,0.02,0.05,0.06
5.551,0.00,0.03,0.05,0.06
5.561,0.00,0.05,0.01,0.05
5.572,0.03,0.06,-0.02,0.06
5.582,0.03,0.04,-0.03,0.06
5.592,0.01,0.01,-0.02,0.02
5.602,0.00,-0.02,0.02,0.03
5.612,0.01,-0.05,0.05,0.07
5.622,0.02,-0.03,0.06,0.07
5.632,0.02,-0.00,0.03,0.04
5.642,0.02,0.04,0.01,0.04
5.652,0.00,0.05,-0.01,0.05
5.662,0.01,0.05,-0.02,0.05
5.672,0.01,0.03,-0.01,0.03
5.682,0.02,-0.01,0.01,0.02
5.692,0.02,-0.03,0.02,0.04
5.702,0.02,-0.06,0.03,0.07
5.712,0.03,-0.07,0.03,0.08
5.722,0.04,-0.06,0.03,0.07
5.732,0.05,-0.04,0.04,0.08
5.742,0.04,-0.03,0.03,0.06
5.753,0.03,-0.01,0.03,0.04
5.762,0.03,0.00,0.01,0.03
5.773,0.02,0.02,0.02,0.04
5.783,0.00,0.02,0.02,0.03
5.793,-0.00,0.02,0.05,0.05
5.803,0.01,0.01,0.05,0.05
5.813,0.00,0.00,0.04,0.04
5.823,0.01,0.02,0.05,0.05
5.833,0.01,0.01,0.03,0.04
5.843,-0.01,-0.00,0.02,0.03
5.853,-0.02,0.00,0.01,0.02
5.863,-0.00,0.00,0.01,0.01
5.873,-0.00,0.01,0.03,0.04
5.883,-0.00,0.03,0.02,0.04
5.893,0.00,0.01,0.01,0.01
5.903,0.02,-0.01,0.00,0.02
5.914,0.02,-0.01,0.00,0.02
5.923,0.01,-0.03,-0.00,0.03
5.934,0.02,-0.04,0.02,0.05
5.944,0.01,-0.03,0.04,0.05
5.954,-0.01,-0.02,0.06,0.06
5.964,-0.03,-0.00,0.08,0.08
5.974,-0.01,-0.01,0.07,0.07
5.984,-0.00,-0.01,0.03,0.03
5.994,0.00,-0.00,0.00,0.01
6.004,0.01,-0.01,-0.02,0.03
6.014,0.02,-0.00,-0.02,0.03
6.024,0.04,-0.01,-0.01,0.04
6.034,0.04,-0.02,0.03,0.05
6.044,0.04,0.00,0.07,0.08
6.054,0.05,0.04,0.07,0.10
6.064,0.07,0.08,0.04,0.11
6.074,0.07,0.12,-0.02,0.14
6.084,0.05,0.12,-0.05,0.14
6.094,0.01,0.06,-0.07,0.09
6.105,-0.01,-0.01,-0.01,0.02
6.115,-0.02,-0.06,0.06,0.08
6.125,-0.01,-0.12,0.11,0.17
6.135,-0.01,-0.15,0.15,0.21
6.145,-0.02,-0.13,0.11,0.17
6.155,-0.01,-0.10,0.11,0.15
6.165,-0.02,-0.05,0.08,0.09
6.175,-0.03,-0.02,0.09,0.09
6.185,-0.02,0.00,0.09,0.09
6.195,-0.02,-0.01,0.07,0.08
6.205,-0.00,-0.02,0.07,0.07
6.215,-0.00,-0.02,0.06,0.06
6.225,-0.01,-0.00,0.04,0.04
6.235,-0.01,-0.01,0.04,0.04
6.245,-0.01,0.02,0.02,0.03
6.255,-0.02,0.04,0.00,0.05
6.265,0.00,0.06,0.00,0.06
6.276,0.03,0.05,-0.04,0.07
6.285,0.04,0.02,-0.02,0.05
6.296,0.03,0.01,0.02,0.04
6.306,0.03,-0.02,0.01,0.04
6.316,0.02,-0.01,0.02,0.03
6.326,0.01,-0.00,0.02,0.02
6.336,0.01,0.01,0.02,0.03
6.346,0.01,0.01,0.01,0.02
6.356,0.02,0.03,0.01,0.04
6.366,0.03,0.02,0.00,0.04
6.376,0.04,-0.01,0.00,0.04
6.386,0.02,-0.03,-0.00,0.04
6.396,0.00,-0.05,0.00,0.05
6.406,-0.02,-0.05,0.02,0.06
6.416,-0.03,-0.05,0.06,0.08
6.426,-0.02,-0.04,0.07,0.08
6.436,0.00,-0.02,0.04,0.04
6.446,-0.00,-0.01,0.03,0.03
6.457,0.00,0.01,0.02,0.02
6.467,0.00,0.02,0.03,0.04
6.477,0.01,0.01,0.03,0.04
6.487,-0.03,0.00,0.05,0.05
6.497,-0.03,-0.00,0.07,0.07
6.507,-0.02,0.01,0.09,0.10
6.517,-0.03,-0.02,0.08,0.09
6.527,-0.02,-0.01,0.08,0.09
6.537,-0.02,-0.02,0.06,0.06
6.547,0.00,-0.02,0.02,0.03
6.557,0.03,-0.00,0.01,0.03
6.567,0.02,0.00,-0.02,0.03
6.577,-0.00,-0.00,-0.03,0.03
6.587,-0.02,0.01,-0.01,0.03
6.597,-0.02,0.01,0.01,0.03
6.607,0.01,-0.01,0.03,0.03
6.617,0.01,-0.03,0.05,0.06
6.627,0.02,-0.04,0.06,0.07
6.638,0.03,-0.05,0.04,0.07
